source,target,weight1,weight2,weight3
24,61,0.19955654101995568,0.24833267948214988,0.11540008041817451
24,91,0.10293556995806329,0.17397769516728626,0.2520351676978183
24,158,0.20906432748538012,0.029046813310772697,0.042535211267605635
25,3,0.07333333333333333,0.10478962688541942,0.09530963111333665
25,4,0.4775725593667546,0.29125615763546797,0.328804347826087
25,29,0.11238095238095237,0.3392960184650894,0.42065217391304344
25,31,0.10279187817258884,0.08883419109420454,0.08417266187050361
25,108,0.28137843819159025,0.19014693171996538,0.1221190230478156
25,181,0.15296719498709915,0.1605072463768116,0.053322048243757934
25,203,0.31581798483206935,0.4353623188405797,0.4338235294117648
26,78,0.08435664709022957,0.20723809523809525,0.18377088305489261
26,166,0.23447860156720918,0.1442857142857143,0.3801833260584897
26,197,0.10411311053984575,0.11636290807129983,0.036987522281639935
27,33,0.10359251968503937,0.04263442570792237,0.13117217689995708
27,119,0.07581227436823104,0.050664264805224055,0.10181190681622088
27,145,0.2083230731346959,0.06952526799387443,0.04446481778592711
27,193,0.19009637753406447,0.05763239875389408,0.12600806451612903
27,198,0.07028020211299955,0.2885874649204864,0.1417985853822836
28,61,0.2597930524759793,0.31345625735582583,0.2959388821873744
28,139,0.039202874877491016,0.19560700504600773,0.12019077901430843
28,170,0.23166974738139248,0.22088724584103514,0.1810436634717785
28,210,0.1908086096567772,0.3398184176394293,0.07484220018034266
28,222,0.12591093117408905,0.2206678700361011,0.24299065420560745
29,167,0.33382789317507416,0.14552683896620278,0.269060773480663
29,169,0.638888888888889,0.19225543478260868,0.5689424364123159
29,192,0.23307600950118765,0.14375217542638355,0.0811701689328389
29,209,0.17462686567164176,0.20802696078431374,0.10389972144846797
29,217,0.2403462050599201,0.13771748746682394,0.10472840953497461
30,0,0.1726044226044226,0.17263483642793984,0.19261337073398785
30,68,0.04340836012861737,0.11822768150910287,0.10595142780891381
31,2,0.27793605571383345,0.14426751592356687,0.09978229317851961
31,64,0.23055400111919414,0.214636140637776,0.42662116040955633
31,94,0.23950233281493,0.26775956284153,0.31303724928366766
31,113,0.09122895199798944,0.16046831955922863,0.10383309073265405
31,123,0.13590483056957461,0.15447409733124015,0.13058791655377947
31,137,0.13514943136736315,0.2930600503416037,0.14376996805111822
31,149,0.13691931540342298,0.19412724306688417,0.475759534583064
31,181,0.22078879469222262,0.21594202898550727,0.2310622090562844
31,204,0.11327967806841045,0.09367720465890184,0.020741039065646397
31,217,0.07157123834886818,0.22648186375700383,0.2739351309105119
32,23,0.22875418824246113,0.13391482811698308,0.1464147702876771
32,90,0.2804354998350379,0.16166134185303513,0.08223684210526315
32,143,0.12993161493950553,0.31378600823045266,0.33758586849852795
32,215,0.07832167832167831,0.18542737038766932,0.24681528662420382
33,28,0.042633015006821276,0.24319352465047828,0.17511225144323284
33,31,0.12076988155668358,0.05594092638174089,0.20323741007194243
33,197,0.026135389888603255,0.03324654516322852,0.10249554367201427
34,31,0.10384940778341793,0.1662564332065339,0.048920863309352525
34,40,0.3425981873111782,0.07796101949025487,0.33786334465836165
34,70,0.1880787037037037,0.21848184818481847,0.2688311688311688
34,103,0.22463990193073854,0.06882202304737516,0.10679611650485436
34,134,0.16731391585760516,0.18640776699029127,0.06786427145708583
34,165,0.08153726304855882,0.18405041286397217,0.06070826306913997
34,183,0.20309905921416713,0.21362898864250948,0.36209094772630684
35,32,0.23687526249475005,0.1492032834379527,0.1382303839732888
35,38,0.2554744525547445,0.25560344827586207,0.19925449000338866
35,60,0.3350970017636684,0.22831050228310507,0.32578313253012053
35,73,0.09810526315789474,0.11353598337230449,0.2544749403341289
35,88,0.130514146638272,0.252016129032258,0.08739595719381689
35,179,0.22198984164923813,0.3492702566683442,0.15621301775147928
35,196,0.38145789101203115,0.14439655172413796,0.4683385579937304
35,204,0.10382293762575454,0.13893510815307822,0.1329037454691905
36,132,0.3545369504209542,0.5685483870967741,0.531024531024531
36,136,0.23676470588235296,0.1989281210592686,0.03998431987455899
36,206,0.42562234365513046,0.11555959963603277,0.3524691358024691
36,207,0.14246658566221143,0.03951975987993997,0.05340873389883758
37,33,0.1779035433070866,0.1854915685650652,0.0317732932589094
37,65,0.23904083926564257,0.2820861678004535,0.24518828451882846
37,84,0.11520152332592828,0.18832066344160334,0.18641810918774965
37,111,0.04552780016116035,0.08161044613710557,0.2320343224883804
38,3,0.15333333333333335,0.02857898915056893,0.10816224336504757
38,88,0.03589899604502586,0.18260368663594467,0.1875743162901308
38,107,0.07635903919089759,0.1486402325098609,0.05839172505839172
38,195,0.12744848639023149,0.18891797556719023,0.09246203904555315
38,213,0.3314873417721519,0.27472035794183447,0.28410794602698647
39,59,0.21672057725802438,0.2440493260682535,0.06381215469613259
39,101,0.1945833333333333,0.1381847914963205,0.17821782178217818
39,128,0.3103015075376884,0.2784514925373134,0.2312811980033278
40,67,0.5421052631578946,0.4016973125884017,0.27991218441273324
40,108,0.03888713246917483,0.18344857389801206,0.09253525971792226
40,129,0.07448789571694599,0.24359327638467895,0.16403033586132176
40,140,0.2839774207555363,0.19253830779480346,0.18729747245625405
40,147,0.36535162950257294,0.38175948345439875,0.3920402561756633
40,150,0.19021090330282528,0.09602793539938892,0.13738207547169812
40,172,0.21215880893300246,0.2642314990512334,0.04376519624869747
40,194,0.15906623235613465,0.2807131280388979,0.11984799766150249
41,18,0.28730017761989346,0.46078431372549017,0.44452198185624564
41,38,0.14181438998957246,0.15689655172413794,0.2338190443917316
41,119,0.09489427539969056,0.07475793740148616,0.05366695427092321
41,136,0.21294117647058824,0.27648171500630514,0.2657781262250098
41,215,0.13053613053613053,0.10415693601120972,0.19267515923566877
42,22,0.20929381631906327,0.099603567888999,0.10981067125645438
42,53,0.04532871972318339,0.24848291280740975,0.13639551192145863
42,59,0.1438168698681264,0.2116432463435618,0.22320441988950276
42,65,0.15698763581865866,0.15918367346938775,0.2306834030683403
42,84,0.22056490003173596,0.218728403593642,0.19520639147802926
42,88,0.07757833891086097,0.12298387096774192,0.14774078478002378
42,135,0.23855890944498537,0.28735632183908044,0.6806187443130118
42,141,0.039473684210526314,0.14393305439330545,0.08629441624365482
42,176,0.5464344941956882,0.699228791773779,0.4041353383458646
42,204,0.05553319919517103,0.11547420965058237,0.15545710833668952
44,39,0.04431272932543043,0.09532967032967032,0.035980148883374696
44,46,0.4858670741023682,0.3116319444444444,0.27447216890595005
44,47,0.3492842535787321,0.1474609375,0.33398133748055986
44,90,0.1418673705047839,0.4185303514376997,0.3607456140350877
44,91,0.29851315287838354,0.2591078066914498,0.27092152393357216
44,98,0.35832349468713104,0.20803212851405622,0.4310060472787246
44,194,0.22964169381107497,0.260291734197731,0.15024846536100556
44,219,0.39607843137254906,0.37740899357601715,0.19589977220956717
44,223,0.11823258072347657,0.0474034620505992,0.15441860465116278
45,7,0.3478854024556617,0.44545454545454555,0.14615384615384616
45,14,0.11509591326105088,0.14788428324697758,0.22940469031870114
45,58,0.15489233094068755,0.2257584770969661,0.1223869251235272
45,104,0.29545454545454547,0.326923076923077,0.20874471086036672
45,129,0.1685288640595903,0.0969964177459355,0.07562296858071504
45,140,0.33304385584020846,0.32378414390406396,0.27932598833441347
45,144,0.10753768844221107,0.28873239436619724,0.22910602910602915
45,207,0.11877278250303767,0.13081540770385194,0.06157712849513038
45,223,0.04661325564457393,0.15206391478029294,0.21922480620155038
46,52,0.19638242894056848,0.16563923880997053,0.1642512077294686
46,166,0.13893911995177818,0.1785714285714286,0.12090790048013966
46,224,0.07551020408163266,0.18097541313986298,0.13305941845764854
47,3,0.11083333333333334,0.17438475787245303,0.11300283758971791
47,22,0.12879619465788508,0.1694747274529237,0.15800344234079172
47,71,0.21421345472938796,0.13791130185979972,0.2147087857847976
47,88,0.26285366595679954,0.06221198156682027,0.1759809750297265
47,131,0.5531645569620254,0.5258999122036874,0.3255587949465501
47,133,0.1624405705229794,0.3437622213531482,0.33717323881258304
47,157,0.337708830548926,0.35281385281385275,0.591588785046729
47,174,0.557487922705314,0.5936139332365746,0.5410353535353535
48,28,0.29843110504774895,0.21817512877115522,0.15779345734445155
48,69,0.16704545454545452,0.35419222903885483,0.3079492317969272
48,90,0.27449686572088416,0.129073482428115,0.3503289473684211
48,161,0.0736506248338208,0.24972375690607737,0.053977272727272735
48,172,0.1935483870967742,0.049335863377609104,0.2879472038902397
49,63,0.08514917867918204,0.1252129471890971,0.2535554652580252
49,124,0.2505415162454874,0.18901209677419356,0.2266852951449529
49,167,0.1954747774480712,0.2043737574552684,0.06187845303867403
49,223,0.14955086185967467,0.17177097203728364,0.09643410852713177
50,169,0.15315315315315317,0.3485054347826087,0.2215528781793842
51,1,0.16509667823500246,0.17908875427969453,0.2797724848915748
51,177,0.20929183581416327,0.1456043956043956,0.34420471650777723
51,207,0.21020656136087484,0.20860430215107553,0.23122840087967328
52,94,0.12713841368584758,0.2587592414014786,0.2811604584527221
52,146,0.610648918469218,0.7020833333333334,0.4075416968817984
53,9,0.15133804983082128,0.0673076923076923,0.10432330827067669
53,25,0.03927303112596616,0.10758122743682312,0.08460176991150442
53,61,0.23170731707317074,0.2636327971753629,0.3011660635303579
53,62,0.07353951890034363,0.04756425009589567,0.15569453587886767
53,79,0.09668508287292817,0.21927162367223063,0.19253910950661854
53,86,0.2719424460431654,0.4917218543046358,0.5482625482625483
53,99,0.2368535419382877,0.21733628598544766,0.2742382271468144
53,150,0.16036609629924392,0.10606721955477957,0.10259433962264149
53,152,0.3147005444646098,0.29585798816568043,0.29370395177494973
53,187,0.66,0.591931216931217,0.37340619307832423
54,49,0.3656684943061999,0.29261622607110305,0.1315914489311164
54,52,0.16819356354240075,0.16537121415170197,0.15288434214265417
54,82,0.15655577299412915,0.06334643949322848,0.13557594291539246
54,88,0.12017036811682386,0.034274193548387094,0.15011890606420927
54,127,0.32903981264637,0.26436781609195403,0.21154606563859235
54,204,0.10563380281690142,0.08286189683860234,0.16713652839307291
54,210,0.14077952297847585,0.31474275832252485,0.2164111812443643
55,23,0.23027718550106607,0.06054386865059005,0.33447831687419494
55,92,0.06733828207847296,0.02582211432354889,0.2539437055366532
55,151,0.08116202455825097,0.18843120070113933,0.07756964457252642
55,158,0.15716374269005848,0.20360970107162998,0.05070422535211268
56,151,0.05510631925726264,0.07843996494303242,0.21493756003842462
56,175,0.38891739353514626,0.29393939393939394,0.26129032258064516
57,20,0.05964623611682435,0.2088323353293413,0.09906257917405625
57,45,0.13360091743119268,0.08382673730133999,0.046465151136647516
57,48,0.25,0.2094833687190375,0.3239202657807309
57,126,0.19948979591836738,0.11817877469032473,0.07941325240263024
57,163,0.07167235494880546,0.23898822503270825,0.19361778415202585
57,209,0.19820895522388057,0.13572303921568626,0.21559888579387188
58,12,0.16095414543770264,0.06780776826859775,0.16537830873740922
58,41,0.09490445859872612,0.40298507462686567,0.29476248477466505
58,59,0.07439661607365015,0.19558359621451105,0.21878453038674034
58,179,0.22856289214221692,0.05686965274282839,0.31992110453648914
59,133,0.30150554675118857,0.16464606961282752,0.31812140008861317
59,162,0.36606129398410897,0.3594351732991014,0.4698412698412699
59,194,0.0969055374592834,0.12155591572123178,0.0701549254603917
59,212,0.1656298600311042,0.0880863989200135,0.10780669144981413
60,6,0.21757981868348444,0.2882410743530953,0.11386593204775024
60,21,0.4760348583877995,0.2452565003513703,0.12272727272727274
60,43,0.1128731343283582,0.1542721518987342,0.10452853598014888
60,195,0.05698295599084203,0.14463350785340315,0.085412147505423
60,225,0.15821936175918475,0.19412200543344038,0.16359086643728493
61,94,0.29393468118195953,0.08775313404050145,0.07055873925501434
61,141,0.20641447368421054,0.22594142259414227,0.24675690919345739
61,200,0.20599250936329586,0.24316592498410677,0.3449612403100775
62,0,0.08998771498771498,0.10963748894783375,0.13791491351098645
62,120,0.22040208488458676,0.17769028871391077,0.16731898238747558
62,172,0.02878411910669975,0.09582542694497154,0.2358457797846475
62,190,0.06385601577909271,0.10722975321515467,0.10028790786948177
62,191,0.13832010029251987,0.20420506912442393,0.17502558853633574
62,224,0.1737244897959184,0.11688835147118097,0.10493046776232619
63,34,0.32300631095811816,0.15135929463629683,0.48558139534883726
63,42,0.23645320197044334,0.2432621631081554,0.0543640897755611
63,87,0.17483256961579133,0.20945945945945948,0.2109485606418122
63,116,0.1216281310211946,0.1021037359448676,0.2100412321125394
63,145,0.09603545924649101,0.12465543644716692,0.15585606234242494
63,164,0.05793103448275862,0.21460299833425875,0.03220035778175313
63,190,0.10133136094674555,0.1075773375043448,0.06477927063339733
63,198,0.08406063389986221,0.1262862488306829,0.2825867295385652
63,216,0.22966350865730153,0.25702479338842976,0.439540507859734
64,12,0.050949513663733216,0.11520737327188939,0.07495900679315999
64,28,0.09822646657571621,0.12435614422369388,0.12155227710070557
64,100,0.31112711559236583,0.19234449760765554,0.06346623270951994
64,137,0.2322137000793441,0.0945702984537936,0.27252396166134185
64,182,0.21869488536155202,0.43043478260869567,0.6391304347826087
65,12,0.16257526632700325,0.24786043449637918,0.18341531974701336
65,28,0.09345156889495225,0.13318616629874905,0.21103271327774212
65,99,0.07040417209908735,0.23283770958557418,0.2479224376731302
65,222,0.3562753036437247,0.06949458483754513,0.2839187882694167
66,31,0.16920473773265654,0.13224434996643544,0.08057553956834533
66,43,0.3069029850746269,0.3425632911392405,0.18951612903225806
66,102,0.13063337393422655,0.1267065868263473,0.16630875685993793
66,172,0.2205955334987593,0.2552182163187856,0.2622438346648142
66,223,0.0548676863316339,0.12623169107856191,0.09736434108527131
67,60,0.35390946502057613,0.10901826484018266,0.339277108433735
67,165,0.07582446117891456,0.10082572794437202,0.11045531197301856
67,168,0.16046758767268862,0.3965336134453782,0.25292620865139953
68,18,0.3716696269982238,0.36480908152734776,0.3377529658060014
68,130,0.18655692729766804,0.31493001555209954,0.2859281437125749
68,155,0.07211319032405294,0.15218261914297157,0.06025153553670663
68,166,0.14556962025316456,0.06285714285714288,0.13880401571366213
68,208,0.21651270207852194,0.20574534161490685,0.09332951617520756
68,222,0.15465587044534412,0.18592057761732853,0.18917176925555912
69,2,0.16334283000949668,0.18152866242038215,0.17017416545718433
69,25,0.1616879047420096,0.11191335740072204,0.14690265486725662
69,73,0.37094736842105264,0.22681215900233825,0.10889021479713602
69,219,0.1803921568627451,0.08511777301927195,0.22323462414578585
70,74,0.27574639382757465,0.3421717171717172,0.2478559176672384
70,95,0.169869331283628,0.36439560439560437,0.10345902150202557
70,121,0.6021650879566982,0.3281152160300564,0.24948979591836734
70,124,0.2072202166064982,0.052923387096774195,0.271044359063919
70,126,0.08877551020408164,0.17877469032474055,0.4092058674759737
70,150,0.1380819737365698,0.11348756001745963,0.16391509433962265
70,158,0.03533138401559454,0.18048505358150027,0.15915492957746477
71,1,0.09618244918195339,0.16513036607848303,0.2986135798080341
71,25,0.1573010236055985,0.12683513838748497,0.12460176991150441
71,134,0.1880258899676375,0.03592233009708738,0.23952095808383234
71,168,0.41073326248671627,0.22531512605042017,0.3363867684478372
71,189,0.10336906584992343,0.2126144455747711,0.13140311804008908
72,104,0.1579822616407982,0.2845368916797489,0.20980253878702398
72,119,0.17612171222279527,0.0403062373339338,0.0924935289042278
72,212,0.09681181959564542,0.26358420519743503,0.28847583643122676
72,223,0.09007040543821317,0.09134487350199735,0.08775193798449611
73,68,0.23553054662379422,0.17591577100241282,0.23165198825727248
73,195,0.17679979648944288,0.16535776614310646,0.2022776572668113
74,18,0.3410301953818828,0.17440660474716202,0.21772505233775297
74,40,0.0755287009063444,0.2883558220889555,0.1525103812759532
74,206,0.2349726775956284,0.2875341219290264,0.17654320987654318
74,222,0.08623481781376517,0.3939530685920578,0.03480502739284563
75,22,0.27076472740578117,0.1964816650148662,0.09466437177280551
75,31,0.1258460236886633,0.14052360707093312,0.16582733812949643
75,147,0.3987993138936536,0.1476997578692494,0.29322964318389755
75,176,0.4535655058043118,0.3007712082262211,0.5958646616541353
76,87,0.23087768769827283,0.13513513513513514,0.1760264275601699
76,119,0.1263537906137184,0.1092096374690385,0.125625539257981
76,205,0.14643931795386156,0.23079791200596567,0.17276720351390923
76,211,0.23570432357043236,0.1790177274048242,0.24707215715904796
77,28,0.21589358799454295,0.11258278145695362,0.07472738935214882
77,37,0.12022792022792023,0.11556829035339064,0.30542210020590255
77,141,0.09594298245614036,0.12719665271966527,0.13338973491257752
78,30,0.1406926406926407,0.07161882213672684,0.18110076891946578
78,50,0.11998784933171323,0.06302201974183752,0.27664974619289345
78,74,0.08084535390808453,0.24158249158249157,0.05960548885077188
78,103,0.1464909592399632,0.19238156209987195,0.27351858051556743
78,117,0.25573888091822095,0.2045237336731443,0.06276403138201568
78,204,0.13340040241448695,0.06572379367720467,0.08457511075312123
79,32,0.2612347753044939,0.1405118300338001,0.2757929883138564
79,57,0.12007389162561577,0.4950610110400929,0.3054740957966764
79,107,0.17673830594184575,0.16711646252854473,0.06539873206539874
79,124,0.1288808664259928,0.05241935483870967,0.2350681103737339
79,128,0.5452261306532663,0.30783582089552236,0.1372712146422629
79,135,0.7614410905550145,0.7126436781609196,0.31938125568698816
79,158,0.16325536062378168,0.09024252679075014,0.143943661971831
80,23,0.1507767286018885,0.2750128270908158,0.1391155002146844
80,45,0.2505733944954128,0.21782486755998753,0.19585311016737447
80,49,0.3614508646140869,0.37830446672743845,0.19287410926365797
80,58,0.18133736305251225,0.22932778108268886,0.17027746104142913
80,60,0.2433862433862434,0.329337899543379,0.13879518072289157
80,181,0.25912274235164023,0.1847826086956522,0.06898011002962336
80,192,0.21823040380047504,0.059867734075878865,0.07704985578903996
81,41,0.389171974522293,0.06203358208955224,0.31912302070645554
81,87,0.1825872400422982,0.09781209781209782,0.14228409627182634
81,111,0.31990330378726833,0.11860718171926009,0.23274937432963888
81,149,0.06540342298288508,0.2760195758564437,0.08080155138978669
81,161,0.13746344057431537,0.19668508287292819,0.15033143939393942
81,198,0.33945796968305014,0.15622076707202995,0.05119568878410239
82,130,0.4615912208504801,0.2115085536547434,0.2672155688622755
82,151,0.07547169811320754,0.06288343558282208,0.11095100864553316
83,87,0.05075784279168134,0.050836550836550844,0.12364322793770649
83,95,0.09185242121445042,0.10945054945054945,0.2630102835774385
83,129,0.17830540037243947,0.04023146872416643,0.17919826652221016
83,170,0.4103512014787431,0.4131238447319779,0.5750798722044729
83,193,0.22864739115985377,0.09813084112149534,0.22076612903225806
84,191,0.33096531550355207,0.25489631336405527,0.34186284544524054
85,0,0.24140049140049138,0.137709991158267,0.1774193548387097
85,24,1.0,1.0,1.0
85,38,0.2617309697601668,0.22068965517241382,0.18163334462893935
85,104,0.09312638580931264,0.23351648351648355,0.25740479548660083
85,154,0.37565445026178007,0.068370607028754,0.3981399468556244
85,180,0.3326271186440678,0.20634920634920634,0.08080194410692589
86,129,0.19250465549348228,0.058693855056489386,0.07063921993499458
86,217,0.26131824234354195,0.1739899734591566,0.04611176240719031
87,6,0.34844304296413087,0.2633475270226007,0.21885521885521886
87,81,0.3972602739726028,0.19977233921457027,0.2506568575932738
87,99,0.24076488483268144,0.2261942423283771,0.0840258541089566
87,179,0.24619061846429638,0.22043281328636136,0.3009861932938856
88,30,0.04220779220779221,0.25895235276709083,0.1798866855524079
88,45,0.12987385321100917,0.12184481146774698,0.20509617786660003
88,141,0.1894188596491228,0.1589958158995816,0.09108855047941342
89,10,1.0,1.0,1.0
89,34,0.34480780263912797,0.25569434239529754,0.39813953488372095
90,0,0.1864250614250614,0.08841732979664013,0.1993922393641889
90,111,0.19701853344077355,0.28001450852375775,0.05184125849124061
90,119,0.048736462093862815,0.1893717631164152,0.10698878343399483
90,120,0.17498138495904692,0.18871391076115485,0.1741682974559687
90,124,0.13790613718411554,0.36794354838709675,0.0908138316451275
90,139,0.08755308722639661,0.18135945384387056,0.15643879173290937
90,161,0.1675086413187982,0.03941068139963168,0.20643939393939398
90,190,0.10281065088757396,0.145985401459854,0.19817658349328218
91,29,0.24619047619047618,0.19388343912290826,0.19673913043478258
91,43,0.16837686567164178,0.13963607594936708,0.21060794044665013
91,48,0.22330729166666669,0.23956121726822366,0.16818936877076412
91,55,0.5703448275862069,0.7989583333333333,0.6684378320935175
91,68,0.052518756698821015,0.1813994296994955,0.0886042167066987
91,87,0.07860415932322876,0.18243243243243243,0.08117036337895234
91,129,0.06447858472998139,0.2201708459630752,0.17183098591549295
91,194,0.1832247557003258,0.19675850891410052,0.09617071031862029
92,2,0.20892687559354226,0.04554140127388535,0.2514513788098694
92,8,0.2804303967720242,0.41873141724479684,0.3596970971813209
92,48,0.20052083333333331,0.1818825194621373,0.06270764119601328
