graph,seed,INF,time
graph4,"[(60,), (118,)]",53.005,11.56
graph4,"[(60, 94), (118,)]",68.649,106.28
graph4,"[(60, 94), (118, 96)]",79.605,318.21000000000004
graph4,"[(60, 94), (118, 96, 3)]",86.288,666.3
graph4,"[(60, 94, 214), (118, 96, 3)]",94.321,688.88
graph4,"[(60, 94, 214), (118, 96, 3, 128)]",100.644,750.36
graph4,"[(60, 94, 214), (118, 96, 3, 128, 113)]",105.84,863.78
graph4,"[(60, 94, 214), (118, 96, 3, 128, 113, 66)]",110.665,914.27
graph4,"[(60, 94, 214, 191), (118, 96, 3, 128, 113, 66)]",114.719,1034.82
graph4,"[(89,), ()]",3.46,0.747324
graph4,"[(194,), ()]",13.56,1.580945
graph4,"[(162,), ()]",6.5,1.006531
graph4,"[(63,), (122,)]",28.89,3.122688
graph4,"[(186,), (103,)]",19.28,2.437467
graph4,"[(201,), (44,)]",16.15,2.142356
graph4,"[(69, 34), (127,)]",30.21,3.485313
graph4,"[(163, 46), (64,)]",28.71,3.23946
graph4,"[(119, 193), (196,)]",29.68,3.285261
graph4,"[(67, 195), (86, 113)]",45.28,4.204524
graph4,"[(214, 173), (189, 222)]",38.06,3.349126
graph4,"[(104, 65), (162, 102)]",31.87,3.444302
graph4,"[(210, 86, 189), (175, 91)]",39.58,3.807454
graph4,"[(43, 48, 168), (177, 140)]",37.62,3.669706
graph4,"[(5, 172, 219), (94, 32)]",52.41,4.581844
graph4,"[(58, 145, 72), (209, 199, 62)]",65.15,5.069713
graph4,"[(199, 220, 94), (212, 173, 180)]",69.02,5.21844
graph4,"[(93, 209, 75), (202, 66, 97)]",65.67,5.126816
graph4,"[(80, 87, 71, 163), (115, 78, 17)]",50.9,4.430391
graph4,"[(13, 169, 71, 144), (175, 63, 179)]",57.4,4.717201
graph4,"[(158, 117, 95, 144), (120, 179, 112)]",55.19,4.611088
graph4,"[(134, 109, 37, 14), (17, 107, 162, 216)]",58.18,4.673729
graph4,"[(156, 196, 118, 71), (101, 195, 18, 133)]",69.86,5.199859
graph4,"[(220, 84, 113, 71), (9, 12, 11, 210)]",65.53,4.97084
graph4,"[(172, 38, 74, 3, 112), (122, 101, 94, 56)]",92.14,5.795411
graph4,"[(144, 170, 205, 121, 25), (19, 74, 11, 207)]",73.17,5.277734
graph4,"[(40, 54, 22, 26, 48), (63, 188, 204, 219)]",68.08,5.095152
graph4,"[(145, 83, 153, 191, 190), (213, 40, 6, 158, 169)]",74.08,5.280292
graph4,"[(28, 123, 141, 172, 11), (128, 33, 64, 169, 158)]",77.16,5.415238
graph4,"[(196, 64, 222, 163, 71), (39, 38, 106, 161, 13)]",70.3,5.178146
graph5,"[(180,), ()]",29.255,0.0
graph5,"[(180,), (72,)]",53.55,9.27
graph5,"[(180, 67), (72,)]",69.301,124.7
graph5,"[(180, 67), (72, 215)]",83.119,185.69
graph5,"[(180, 67), (72, 215, 222)]",93.687,357.95
graph5,"[(180, 67, 230), (72, 215, 222)]",101.978,551.6
graph5,"[(180, 67, 230, 5), (72, 215, 222)]",109.672,606.48
graph5,"[(180, 67, 230, 5), (72, 215, 222, 207)]",116.378,680.88
graph5,"[(180, 67, 230, 5, 29), (72, 215, 222, 207)]",121.849,871.55
graph5,"[(180, 67, 230, 5, 29), (72, 215, 222, 207, 152)]",125.72,932.68
graph5,"[(216,), ()]",22.83,2.318631
graph5,"[(6,), ()]",4.98,0.854129
graph5,"[(179,), ()]",5.7,0.949172
graph5,"[(218,), (106,)]",25.58,2.928715
graph5,"[(51,), (189,)]",34.58,3.575237
graph5,"[(105,), (124,)]",24.75,2.944312
graph5,"[(121, 97), (211,)]",20.27,2.40379
graph5,"[(234, 187), (126,)]",23.93,2.741248
graph5,"[(81, 12), (29,)]",24.55,2.796332
graph5,"[(16, 204), (181, 118)]",40.75,3.833404
graph5,"[(76, 98), (159, 5)]",42.78,4.059099
graph5,"[(125, 173), (119, 234)]",24.09,2.67794
graph5,"[(213, 207, 42), (132, 150)]",49.23,4.18948
graph5,"[(36, 85, 198), (233, 6)]",44.58,4.164336
graph5,"[(126, 11, 152), (143, 8)]",59.07,4.882979
graph5,"[(15, 110, 235), (134, 177, 51)]",41.82,3.627305
graph5,"[(32, 136, 179), (146, 160, 71)]",58.29,4.848381
graph5,"[(203, 197, 164), (237, 189, 128)]",44.87,3.966586
graph5,"[(17, 55, 71, 35), (76, 166, 73)]",63.11,4.826195
graph5,"[(25, 127, 166, 89), (182, 237, 14)]",55.02,4.512287
graph5,"[(214, 216, 215, 78), (41, 49, 178)]",69.82,4.845129
graph5,"[(161, 224, 93, 142), (231, 78, 148, 52)]",65.31,4.940647
graph5,"[(75, 183, 222, 214), (49, 211, 225, 145)]",63.31,4.638696
graph5,"[(48, 229, 215, 6), (59, 29, 201, 120)]",77.97,5.303326
graph5,"[(21, 34, 181, 222, 232), (77, 113, 110, 175)]",67.71,4.894595
graph5,"[(163, 44, 229, 122, 120), (228, 41, 42, 141)]",65.35,4.855055
graph5,"[(14, 21, 91, 129, 136), (41, 170, 164, 203)]",59.92,4.45092
graph5,"[(134, 18, 146, 144, 141), (20, 77, 104, 158, 92)]",76.02,5.256042
graph5,"[(192, 124, 101, 26, 107), (97, 27, 94, 105, 70)]",66.19,4.999358
graph5,"[(39, 42, 236, 214, 65), (227, 88, 146, 57, 104)]",71.06,5.128333
graph6,"[(), (55,)]",28.052,0.0
graph6,"[(43,), (55,)]",49.795,11.03
graph6,"[(43, 195), (55,)]",65.29,100.19
graph6,"[(43, 195), (55, 74)]",77.984,178.89999999999998
graph6,"[(43, 195, 34), (55, 74)]",86.206,426.69
graph6,"[(43, 195, 34), (55, 74, 17)]",92.888,525.75
graph6,"[(43, 195, 34), (55, 74, 17, 197)]",98.871,592.42
graph6,"[(43, 195, 34, 124), (55, 74, 17, 197)]",104.827,601.88
graph6,"[(43, 195, 34, 124, 180), (55, 74, 17, 197)]",108.64,823.52
graph6,"[(43, 195, 34, 124, 180, 140), (55, 74, 17, 197)]",112.293,834.43
graph6,"[(102,), ()]",4.23,0.820224
graph6,"[(154,), ()]",13.52,1.614017
graph6,"[(177,), ()]",13.52,1.717187
graph6,"[(71,), (125,)]",16.98,2.383279
graph6,"[(80,), (73,)]",7.09,1.333041
graph6,"[(95,), (92,)]",11.06,1.702717
graph6,"[(150, 76), (0,)]",32.05,3.539202
graph6,"[(182, 175), (132,)]",26.08,2.854387
graph6,"[(95, 3), (87,)]",23.4,2.62337
graph6,"[(114, 150), (132, 56)]",34.7,3.68545
graph6,"[(154, 105), (35, 80)]",31.6,3.302837
graph6,"[(88, 36), (32, 103)]",43.41,4.110139
graph6,"[(91, 203, 118), (7, 141)]",47.63,4.351437
graph6,"[(158, 166, 140), (89, 51)]",42.15,4.059184
graph6,"[(80, 160, 53), (59, 102)]",33.41,3.463283
graph6,"[(164, 154, 43), (138, 94, 82)]",62.75,5.012309
graph6,"[(152, 168, 141), (133, 82, 13)]",40.02,3.614444
graph6,"[(13, 80, 179), (141, 111, 169)]",34.96,3.350767
graph6,"[(166, 129, 194, 138), (174, 86, 90)]",61.32,4.859772
graph6,"[(83, 148, 65, 35), (197, 189, 154)]",48.14,4.141901
graph6,"[(201, 163, 33, 52), (189, 159, 177)]",45.61,4.110107
graph6,"[(73, 72, 191, 96), (22, 75, 90, 3)]",44.52,3.934914
graph6,"[(103, 138, 16, 118), (168, 94, 25, 147)]",70.07,5.17248
graph6,"[(78, 18, 70, 178), (52, 167, 140, 128)]",58.36,4.807028
graph6,"[(81, 139, 198, 87, 47), (40, 5, 8, 26)]",49.26,4.206907
graph6,"[(146, 150, 6, 172, 131), (44, 108, 95, 17)]",67.33,5.043674
graph6,"[(84, 112, 1, 119, 65), (57, 10, 152, 127)]",56.37,4.54204
graph6,"[(105, 32, 11, 74, 28), (189, 66, 34, 176, 177)]",72.24,5.262167
graph6,"[(66, 62, 95, 122, 131), (85, 109, 37, 126, 159)]",70.38,5.156003
graph6,"[(199, 41, 176, 197, 111), (36, 20, 104, 160, 98)]",71.83,5.196071
graph7,"[(1,), ()]",36.302,0.0
graph7,"[(1,), (188,)]",58.436,11.69
graph7,"[(1, 48), (188,)]",71.406,125.19
graph7,"[(1, 48), (188, 78)]",84.094,145.95
graph7,"[(1, 48), (188, 78, 105)]",92.381,370.89
graph7,"[(1, 48, 136), (188, 78, 105)]",99.342,458.07
graph7,"[(1, 48, 136), (188, 78, 105, 170)]",105.364,529.45
graph7,"[(1, 48, 136), (188, 78, 105, 170, 50)]",110.109,650.94
graph7,"[(1, 48, 136), (188, 78, 105, 170, 50, 62)]",113.79,774.44
graph7,"[(1, 48, 136), (188, 78, 105, 170, 50, 62, 119)]",116.77,898.01
graph7,"[(175,), ()]",12.7,1.547373
graph7,"[(139,), ()]",2.65,0.681975
graph7,"[(79,), ()]",1.0,0.422621
graph7,"[(154,), (191,)]",20.19,2.524509
graph7,"[(30,), (186,)]",8.71,1.500355
graph7,"[(196,), (21,)]",29.33,3.228519
graph7,"[(19, 50), (34,)]",38.85,3.908801
graph7,"[(125, 69), (3,)]",17.91,2.318187
graph7,"[(136, 55), (169,)]",40.24,3.693229
graph7,"[(24, 160), (145, 188)]",41.13,4.082029
graph7,"[(199, 0), (165, 64)]",23.94,2.648502
graph7,"[(125, 63), (119, 197)]",34.12,3.396322
graph7,"[(186, 30, 155), (190, 8)]",30.49,3.049596
graph7,"[(80, 102, 92), (190, 184)]",38.62,3.437156
graph7,"[(81, 147, 124), (84, 138)]",29.15,2.829103
graph7,"[(186, 51, 109), (48, 137, 3)]",49.44,4.188307
graph7,"[(105, 6, 140), (17, 185, 26)]",54.02,4.343646
graph7,"[(151, 128, 75), (80, 173, 159)]",30.39,2.897496
graph7,"[(61, 177, 45, 38), (142, 100, 184)]",52.54,4.35092
graph7,"[(150, 135, 69, 174), (114, 40, 59)]",49.34,4.189006
graph7,"[(87, 70, 71, 155), (195, 40, 66)]",48.25,4.114116
graph7,"[(143, 161, 40, 176), (13, 45, 21, 100)]",68.11,4.993054
graph7,"[(99, 188, 65, 135), (10, 121, 116, 24)]",68.04,4.984011
graph7,"[(28, 126, 88, 112), (23, 106, 52, 39)]",52.8,4.221954
graph7,"[(38, 82, 122, 111, 87), (94, 64, 110, 18)]",58.25,4.537286
graph7,"[(5, 51, 126, 79, 171), (24, 84, 22, 103)]",51.81,4.274581
graph7,"[(40, 28, 180, 116, 151), (171, 24, 10, 115)]",60.55,4.577244
graph7,"[(65, 18, 93, 89, 45), (71, 94, 26, 22, 20)]",64.42,4.723223
graph7,"[(8, 120, 162, 201, 44), (19, 49, 116, 165, 175)]",67.59,4.923195
graph7,"[(188, 61, 161, 140, 201), (186, 21, 121, 93, 13)]",78.77,5.362281
graph8,"[(180,), ()]",32.242,0.0
graph8,"[(180,), (158,)]",56.499,13.52
graph8,"[(180, 103), (158,)]",71.234,151.97
graph8,"[(180, 103), (158, 194)]",82.597,284.12
graph8,"[(180, 103, 212), (158, 194)]",92.59,452.55
graph8,"[(180, 103, 212), (158, 194, 7)]",98.911,701.77
graph8,"[(180, 103, 212), (158, 194, 7, 171)]",104.068,789.03
graph8,"[(180, 103, 212, 60), (158, 194, 7, 171)]",108.796,829.5699999999999
graph8,"[(180, 103, 212, 60), (158, 194, 7, 171, 14)]",114.804,842.56
graph8,"[(180, 103, 212, 60), (158, 194, 7, 171, 14, 72)]",118.892,902.46
graph8,"[(192,), ()]",5.87,0.950866
graph8,"[(73,), ()]",9.23,1.271932
graph8,"[(89,), ()]",3.19,0.718123
graph8,"[(72,), (25,)]",34.66,3.514173
graph8,"[(201,), (29,)]",17.56,2.296471
graph8,"[(17,), (137,)]",14.24,2.024565
graph8,"[(114, 8), (11,)]",32.09,3.365525
graph8,"[(179, 99), (34,)]",37.8,3.594627
graph8,"[(29, 192), (136,)]",17.81,2.152689
graph8,"[(217, 128), (6, 118)]",31.14,3.18968
graph8,"[(192, 63), (15, 141)]",32.13,3.402252
graph8,"[(55, 70), (110, 107)]",39.67,3.860133
graph8,"[(0, 83, 121), (197, 176)]",51.56,4.416058
graph8,"[(96, 0, 30), (197, 88)]",43.99,3.997772
graph8,"[(122, 20, 18), (23, 10)]",42.04,3.863679
graph8,"[(144, 117, 60), (58, 114, 210)]",64.04,5.137369
graph8,"[(152, 201, 15), (168, 26, 133)]",45.78,4.009049
graph8,"[(218, 169, 10), (33, 132, 117)]",63.37,4.952159
graph8,"[(3, 37, 1, 7), (159, 132, 24)]",50.67,4.225382
graph8,"[(35, 183, 119, 178), (165, 220, 58)]",65.31,5.095753
graph8,"[(174, 57, 67, 96), (52, 54, 119)]",68.31,5.243166
graph8,"[(156, 35, 196, 124), (125, 214, 86, 19)]",64.54,5.00839
graph8,"[(66, 84, 61, 94), (145, 146, 98, 181)]",69.79,5.148138
graph8,"[(32, 52, 146, 86), (65, 5, 129, 44)]",65.45,4.899638
graph8,"[(179, 178, 200, 207, 33), (120, 84, 125, 4)]",74.91,5.292673
graph8,"[(3, 47, 101, 168, 213), (68, 6, 126, 8)]",62.82,4.846035
graph8,"[(219, 134, 117, 195, 91), (111, 114, 135, 175)]",70.69,5.113418
graph8,"[(111, 52, 167, 130, 95), (91, 194, 172, 196, 81)]",80.99,5.405673
graph8,"[(62, 68, 197, 190, 220), (146, 13, 201, 153, 47)]",89.55,5.650858
graph8,"[(144, 122, 151, 91, 198), (201, 3, 85, 105, 167)]",75.18,5.318986
graph9,"[(3,), ()]",45.039,0.0
graph9,"[(3,), (62,)]",70.833,11.35
graph9,"[(3,), (62, 189)]",84.567,169.54999999999998
graph9,"[(3, 20), (62, 189)]",96.63,220.69
graph9,"[(3, 20), (62, 189, 186)]",104.677,428.01
graph9,"[(3, 20, 174), (62, 189, 186)]",111.623,605.93
graph9,"[(3, 20, 174), (62, 189, 186, 19)]",117.081,730.93
graph9,"[(3, 20, 174, 138), (62, 189, 186, 19)]",120.815,881.53
graph9,"[(3, 20, 174, 138, 124), (62, 189, 186, 19)]",124.389,927.91
graph9,"[(3, 20, 174, 138, 124, 68), (62, 189, 186, 19)]",127.795,935.8
graph9,"[(14,), ()]",11.45,1.268596
graph9,"[(52,), ()]",11.86,1.495574
graph9,"[(176,), ()]",1.24,0.494633
graph9,"[(101,), (197,)]",17.1,2.191899
graph9,"[(70,), (80,)]",20.55,2.379393
graph9,"[(85,), (46,)]",10.31,1.574492
graph9,"[(115, 85), (30,)]",15.23,1.79612
graph9,"[(91, 33), (39,)]",25.11,2.82246
graph9,"[(131, 159), (9,)]",18.61,2.171795
graph9,"[(25, 60), (17, 201)]",28.71,2.819932
graph9,"[(137, 12), (29, 100)]",46.39,4.148761
graph9,"[(133, 213), (190, 68)]",34.57,3.330892
graph9,"[(69, 112, 141), (44, 78)]",41.91,3.466603
graph9,"[(138, 128, 191), (28, 151)]",49.87,3.791998
graph9,"[(160, 120, 98), (37, 141)]",47.57,4.0722
graph9,"[(53, 103, 200), (95, 121, 66)]",56.3,4.462047
graph9,"[(109, 29, 94), (52, 64, 107)]",47.04,4.042014
graph9,"[(35, 124, 1), (94, 42, 201)]",46.96,4.129572
graph9,"[(46, 75, 110, 164), (120, 6, 135)]",45.18,3.901629
graph9,"[(112, 114, 182, 78), (211, 189, 88)]",61.15,4.801158
graph9,"[(1, 103, 122, 8), (39, 84, 173)]",37.77,3.465723
graph9,"[(24, 155, 33, 99), (102, 15, 103, 182)]",56.71,4.447812
graph9,"[(46, 36, 171, 15), (190, 44, 42, 34)]",45.4,3.663628
graph9,"[(146, 20, 196, 181), (33, 206, 201, 98)]",76.34,5.22579
graph9,"[(22, 44, 15, 159, 161), (42, 142, 39, 199)]",56.02,4.250338
graph9,"[(42, 76, 3, 20, 39), (201, 127, 26, 168)]",85.55,5.20118
graph9,"[(45, 53, 105, 58, 11), (75, 101, 28, 69)]",65.12,4.652276
graph9,"[(107, 64, 134, 148, 88), (2, 109, 48, 92, 146)]",67.93,4.470008
graph9,"[(24, 201, 62, 117, 210), (153, 64, 78, 111, 170)]",81.19,5.141232
graph9,"[(159, 176, 85, 9, 99), (191, 180, 187, 111, 193)]",72.71,4.973131
graph10,"[(63,), ()]",41.172,0.0
graph10,"[(63,), (43,)]",65.133,8.64
graph10,"[(63,), (43, 54)]",76.795,232.95
graph10,"[(63,), (43, 54, 115)]",86.568,311.93
graph10,"[(63, 174), (43, 54, 115)]",95.741,343.45
graph10,"[(63, 174, 162), (43, 54, 115)]",100.81,614.0699999999999
graph10,"[(63, 174, 162, 204), (43, 54, 115)]",106.802,618.8399999999999
graph10,"[(63, 174, 162, 204), (43, 54, 115, 16)]",111.243,761.54
graph10,"[(63, 174, 162, 204), (43, 54, 115, 16, 143)]",116.112,767.79
graph10,"[(63, 174, 162, 204), (43, 54, 115, 16, 143, 148)]",120.246,792.62
graph10,"[(163,), ()]",1.32,0.517554
graph10,"[(47,), ()]",10.39,1.336174
graph10,"[(15,), ()]",12.97,1.521784
graph10,"[(156,), (111,)]",25.52,2.745475
graph10,"[(101,), (71,)]",13.47,1.728334
graph10,"[(172,), (145,)]",20.52,2.483248
graph10,"[(142, 4), (50,)]",28.16,2.929051
graph10,"[(59, 24), (129,)]",33.29,3.364244
graph10,"[(43, 82), (160,)]",38.46,3.47947
graph10,"[(187, 56), (205, 34)]",19.86,2.263819
graph10,"[(13, 144), (75, 27)]",26.43,2.871341
graph10,"[(7, 136), (56, 49)]",20.46,2.24507
graph10,"[(203, 22, 177), (173, 69)]",36.38,3.437824
graph10,"[(152, 87, 50), (22, 13)]",26.03,2.807647
graph10,"[(172, 58, 108), (112, 162)]",46.87,4.211272
graph10,"[(36, 79, 115), (112, 46, 93)]",42.33,3.844496
graph10,"[(198, 182, 115), (131, 43, 45)]",60.71,4.612052
graph10,"[(11, 64, 13), (191, 170, 36)]",42.79,3.820901
graph10,"[(31, 172, 180, 194), (2, 68, 88)]",54.01,4.367347
graph10,"[(119, 191, 185, 18), (59, 126, 28)]",56.58,4.431767
graph10,"[(160, 90, 10, 152), (75, 212, 25)]",31.45,2.988661
graph10,"[(174, 209, 16, 91), (35, 118, 169, 41)]",62.15,4.471427
graph10,"[(80, 128, 48, 156), (194, 163, 72, 88)]",56.97,4.300927
graph10,"[(95, 48, 202, 187), (159, 53, 61, 154)]",64.28,4.764704
graph10,"[(88, 129, 79, 178, 87), (45, 67, 55, 157)]",70.23,4.923704
graph10,"[(95, 58, 138, 91, 57), (44, 11, 148, 107)]",66.61,4.895292
graph10,"[(208, 77, 8, 189, 51), (201, 186, 194, 5)]",69.58,4.826611
graph10,"[(55, 100, 149, 147, 108), (151, 139, 99, 130, 177)]",67.98,4.839669
graph10,"[(166, 108, 52, 5, 7), (97, 169, 26, 131, 206)]",81.38,5.198838
graph10,"[(69, 133, 164, 30, 9), (175, 34, 29, 124, 194)]",66.23,4.774987
graph11,"[(), (155,)]",38.038,0.0
graph11,"[(226,), (155,)]",64.806,8.26
graph11,"[(226, 183), (155,)]",80.687,131.75
graph11,"[(226, 183), (155, 99)]",91.803,320.37
graph11,"[(226, 183, 120), (155, 99)]",102.239,371.14
graph11,"[(226, 183, 120), (155, 99, 33)]",108.839,697.37
graph11,"[(226, 183, 120), (155, 99, 33, 180)]",114.0,850.48
graph11,"[(226, 183, 120, 109), (155, 99, 33, 180)]",118.757,932.59
graph11,"[(226, 183, 120, 109), (155, 99, 33, 180, 186)]",123.442,952.2
graph11,"[(226, 183, 120, 109, 107), (155, 99, 33, 180, 186)]",127.092,1056.36
graph11,"[(57,), ()]",3.02,0.672781
graph11,"[(31,), ()]",14.39,1.626084
